SW Version,2020.2.2
Date and Time Started,2022-Jun-08 19:39:33
Date and Time Ended,2022-Jun-08 19:40:14
Scan Name,Scan 120
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,1
Vertical Range,100%
Misc Info,ELF Version: 0x0009 SVN: 16356
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
127,0.521775,0.53194,0.523777,0.549053,0.530562,0.569671,0.552758,0.550529,0.532632,0.62343,0.545398,0.547585,0.541791,0.51913,0.563403,0.581809,0.578522,0.563403,0.552758,0.585134,0.55727,0.53682,0.45561,0.499505,0.462818,0.451094,0.400385,0.427551,0.477939,0.48018,0.481875,0.543949,0.505671,0.576893,0.562629,0.544673,0.538939,0.520449,0.521112,0.518473,0.605013,0.565737,0.507551,0.55803,0.564179,0.544673,0.517164,0.534718,0.535417,0.534021,0.527827,0.535417,0.512633,0.513275,0.538939,0.534718,0.481875,0.56032,0.504426,0.4923,0.536117,0.535417,0.552013,0.539649,0.555005
126,0.541791,0.53682,0.543949,0.561087,0.53682,0.553505,0.553505,0.568091,0.51913,0.601459,0.55803,0.550529,0.524448,0.559554,0.569671,0.587652,0.586811,0.535417,0.583467,0.576893,0.517164,0.541075,0.498896,0.510079,0.459701,0.482443,0.407962,0.458159,0.444245,0.501339,0.502569,0.554254,0.511353,0.576081,0.580161,0.57126,0.54979,0.513275,0.546125,0.537525,0.56652,0.552758,0.54979,0.540361,0.585971,0.54979,0.517164,0.549053,0.530562,0.525794,0.520449,0.53682,0.513919,0.535417,0.530562,0.465977,0.445695,0.476272,0.502569,0.459186,0.521775,0.520449,0.53194,0.538939,0.545398
125,0.540361,0.52512,0.53125,0.556513,0.510715,0.581809,0.575272,0.562629,0.536117,0.581809,0.576893,0.54979,0.533325,0.537525,0.573661,0.573661,0.578522,0.53682,0.577706,0.577706,0.555005,0.547585,0.484153,0.501339,0.450598,0.473519,0.388978,0.442326,0.469718,0.497684,0.474067,0.561087,0.534718,0.597075,0.576081,0.579341,0.546854,0.53194,0.542508,0.517164,0.584299,0.52647,0.513275,0.518473,0.547585,0.545398,0.556513,0.552758,0.538231,0.56888,0.534718,0.517818,0.508181,0.485876,0.503805,0.495876,0.449116,0.494082,0.494082,0.448133,0.524448,0.51913,0.548318,0.541791,0.56652
124,0.54979,0.546125,0.530562,0.563403,0.546125,0.570465,0.559554,0.534021,0.527148,0.573661,0.54979,0.567304,0.517164,0.523108,0.532632,0.585134,0.552758,0.55127,0.570465,0.564957,0.530562,0.510079,0.492893,0.500726,0.435738,0.472426,0.383515,0.458159,0.463341,0.512633,0.486453,0.52647,0.53682,0.579341,0.580161,0.580161,0.579341,0.491709,0.541075,0.533325,0.600577,0.542508,0.511353,0.519789,0.55727,0.520449,0.541075,0.525794,0.523108,0.534718,0.51913,0.521775,0.514565,0.487612,0.495277,0.491709,0.459186,0.497684,0.464392,0.462295,0.51913,0.510079,0.561857,0.55803,0.538231
123,0.527148,0.534021,0.568091,0.572058,0.524448,0.558791,0.555005,0.545398,0.540361,0.569671,0.561087,0.555005,0.554254,0.552013,0.546125,0.552758,0.572858,0.538231,0.579341,0.549053,0.543949,0.52512,0.520449,0.476826,0.453592,0.474616,0.384595,0.420527,0.485876,0.493486,0.462818,0.512633,0.519789,0.582637,0.563403,0.59534,0.546125,0.495876,0.533325,0.546854,0.599698,0.543228,0.518473,0.518473,0.55803,0.55803,0.524448,0.498896,0.529191,0.534718,0.527827,0.541075,0.511992,0.481875,0.512633,0.498896,0.466508,0.467573,0.475167,0.475719,0.513275,0.524448,0.564179,0.530562,0.572858
122,0.537525,0.546125,0.55127,0.561857,0.549053,0.561087,0.568091,0.563403,0.505671,0.572858,0.578522,0.554254,0.54979,0.552758,0.529875,0.580984,0.59534,0.552758,0.576081,0.554254,0.544673,0.51913,0.489945,0.532632,0.435275,0.483582,0.408369,0.438068,0.455104,0.482443,0.479618,0.538231,0.546854,0.575272,0.561087,0.574465,0.555758,0.512633,0.512633,0.570465,0.585971,0.553505,0.529875,0.527827,0.583467,0.549053,0.543949,0.527148,0.52647,0.538939,0.541075,0.539649,0.528508,0.503186,0.488193,0.48018,0.493486,0.478497,0.501339,0.46918,0.514565,0.53682,0.580161,0.547585,0.538231
121,0.54979,0.574465,0.549053,0.555758,0.514565,0.574465,0.554254,0.546854,0.520449,0.567304,0.547585,0.559554,0.543949,0.542508,0.530562,0.590193,0.562629,0.56032,0.597947,0.550529,0.567304,0.544673,0.496477,0.494678,0.448133,0.485876,0.391956,0.448133,0.470797,0.493486,0.510079,0.549053,0.528508,0.562629,0.574465,0.555758,0.538231,0.490531,0.514565,0.519789,0.569671,0.522441,0.555005,0.510079,0.56652,0.54979,0.540361,0.501339,0.549053,0.562629,0.534021,0.519789,0.504426,0.476272,0.500114,0.517818,0.468107,0.458159,0.467573,0.474616,0.529875,0.543949,0.538939,0.508181,0.558791
120,0.513275,0.541075,0.520449,0.55127,0.529875,0.546125,0.573661,0.541075,0.539649,0.559554,0.548318,0.561087,0.53194,0.550529,0.558791,0.576893,0.591898,0.574465,0.578522,0.56032,0.530562,0.52647,0.494082,0.487032,0.45309,0.454095,0.410004,0.455104,0.434352,0.484153,0.495277,0.53125,0.538939,0.564179,0.547585,0.569671,0.581809,0.528508,0.523108,0.501339,0.597075,0.552758,0.542508,0.521775,0.588497,0.528508,0.572058,0.53125,0.525794,0.545398,0.515861,0.521775,0.516512,0.474616,0.502569,0.49112,0.474067,0.472426,0.49112,0.468107,0.515861,0.543949,0.561087,0.546125,0.553505
119,0.519789,0.539649,0.523108,0.574465,0.532632,0.563403,0.589344,0.554254,0.543228,0.587652,0.543949,0.538939,0.550529,0.544673,0.581809,0.543949,0.596206,0.583467,0.576081,0.541075,0.517164,0.500726,0.489359,0.498896,0.466508,0.479057,0.383515,0.481875,0.456118,0.49112,0.490531,0.534021,0.533325,0.576893,0.56032,0.572058,0.567304,0.525794,0.564957,0.547585,0.591044,0.56652,0.541791,0.528508,0.541791,0.515212,0.55727,0.528508,0.539649,0.528508,0.535417,0.53682,0.527148,0.496477,0.494082,0.499505,0.458159,0.500726,0.478497,0.445695,0.511353,0.542508,0.546854,0.558791,0.574465
118,0.541791,0.536117,0.53125,0.535417,0.550529,0.594476,0.576893,0.542508,0.529875,0.55803,0.570465,0.536117,0.538231,0.506296,0.545398,0.554254,0.599698,0.573661,0.564179,0.548318,0.55127,0.548318,0.490531,0.4923,0.447643,0.481875,0.404337,0.451094,0.479618,0.504426,0.507551,0.572058,0.530562,0.569671,0.559554,0.597075,0.586811,0.511353,0.511992,0.53682,0.579341,0.524448,0.527827,0.532632,0.572058,0.51913,0.577706,0.52647,0.558791,0.518473,0.523108,0.545398,0.517164,0.481875,0.484153,0.463341,0.463341,0.49708,0.495277,0.485876,0.542508,0.513919,0.541791,0.552013,0.587652
