TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
390 mV (00000),0.01 dB (00000),0.00 dB (00000),800 mV,0,2520
390 mV (00000),0.01 dB (00000),0.74 dB (00011),800 mV,0,2700
390 mV (00000),0.01 dB (00000),1.32 dB (00110),800 mV,0,2412
390 mV (00000),0.01 dB (00000),2.28 dB (01001),800 mV,0,2448
390 mV (00000),0.01 dB (00000),3.14 dB (01100),800 mV,0,2592
390 mV (00000),0.01 dB (00000),3.99 dB (01111),800 mV,0,6624
390 mV (00000),0.01 dB (00000),5.05 dB (10010),800 mV,0,12384
------------BEST------------
390 mV (00000),0.01 dB (00000),5.05 dB (10010),800 mV,0,12384
