TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
530 mV (00101),0.01 dB (00000),0.00 dB (00000),800 mV,0,71.875,641565959920,1.5586861873480552e-12
530 mV (00101),0.01 dB (00000),2.28 dB (01001),800 mV,0,73.4375,547069138640,1.8279225227107029e-12
530 mV (00101),0.01 dB (00000),3.99 dB (01111),800 mV,0,71.875,698514471840,1.4316095661781185e-12
530 mV (00101),0.01 dB (00000),5.81 dB (10100),800 mV,0,73.4375,717585423200,1.3935623100321639e-12
530 mV (00101),2.24 dB (01001),0.00 dB (00000),800 mV,0,70.3125,612003368400,1.6339779348181771e-12
530 mV (00101),2.24 dB (01001),2.28 dB (01001),800 mV,0,70.3125,638443018480,1.5663104945227405e-12
530 mV (00101),2.24 dB (01001),3.99 dB (01111),800 mV,0,73.4375,644416223520,1.5517920925976875e-12
530 mV (00101),2.24 dB (01001),5.81 dB (10100),800 mV,0,73.4375,644186811520,1.5523447268975222e-12
530 mV (00101),3.90 dB (01111),0.00 dB (00000),800 mV,0,68.75,600545307040,1.6651533003044414e-12
530 mV (00101),3.90 dB (01111),2.28 dB (01001),800 mV,0,73.4375,702483388320,1.4235212058060414e-12
530 mV (00101),3.90 dB (01111),3.99 dB (01111),800 mV,0,73.4375,773702960800,1.2924856833506381e-12
530 mV (00101),3.90 dB (01111),5.81 dB (10100),800 mV,0,71.875,725896300480,1.3776072413356406e-12
950 mV (11000),0.01 dB (00000),0.00 dB (00000),800 mV,0,71.875,798710355760,1.2520183227729232e-12
950 mV (11000),0.01 dB (00000),2.28 dB (01001),800 mV,0,71.875,645730345040,1.5486340508560963e-12
950 mV (11000),0.01 dB (00000),3.99 dB (01111),800 mV,0,71.875,736415233840,1.3579295403566688e-12
950 mV (11000),0.01 dB (00000),5.81 dB (10100),800 mV,0,73.4375,727558315120,1.3744602724182525e-12
950 mV (11000),2.24 dB (01001),0.00 dB (00000),800 mV,0,70.3125,619613879200,1.6139083283465611e-12
950 mV (11000),2.24 dB (01001),2.28 dB (01001),800 mV,0,68.75,693035118880,1.4429283203080383e-12
950 mV (11000),2.24 dB (01001),3.99 dB (01111),800 mV,0,70.3125,672980488160,1.485927181535539e-12
950 mV (11000),2.24 dB (01001),5.81 dB (10100),800 mV,0,73.4375,568623397200,1.7586332270606046e-12
950 mV (11000),3.90 dB (01111),0.00 dB (00000),800 mV,0,67.1875,653748427280,1.5296403911220435e-12
950 mV (11000),3.90 dB (01111),2.28 dB (01001),800 mV,0,70.3125,732495656320,1.3651958088378579e-12
950 mV (11000),3.90 dB (01111),3.99 dB (01111),800 mV,0,70.3125,660033666400,1.5150742316740708e-12
950 mV (11000),3.90 dB (01111),5.81 dB (10100),800 mV,0,73.4375,642658668720,1.5560359622810754e-12
1040 mV (11111),0.01 dB (00000),0.00 dB (00000),800 mV,0,70.3125,755591569200,1.3234663285864519e-12
1040 mV (11111),0.01 dB (00000),2.28 dB (01001),800 mV,0,70.3125,640452895760,1.5613950793576157e-12
1040 mV (11111),0.01 dB (00000),3.99 dB (01111),800 mV,0,73.4375,625800171120,1.5979541811410683e-12
1040 mV (11111),0.01 dB (00000),5.81 dB (10100),800 mV,0,71.875,709956752640,1.4085365006832651e-12
1040 mV (11111),2.24 dB (01001),0.00 dB (00000),800 mV,0,68.75,794912956480,1.2579993719414988e-12
1040 mV (11111),2.24 dB (01001),2.28 dB (01001),800 mV,0,70.3125,692175355680,1.4447206069877915e-12
1040 mV (11111),2.24 dB (01001),3.99 dB (01111),800 mV,0,71.875,772130142480,1.2951184586423555e-12
1040 mV (11111),2.24 dB (01001),5.81 dB (10100),800 mV,0,71.875,790646808720,1.2647872463039821e-12
1040 mV (11111),3.90 dB (01111),0.00 dB (00000),800 mV,0,67.1875,662849573280,1.5086379177279508e-12
1040 mV (11111),3.90 dB (01111),2.28 dB (01001),800 mV,0,70.3125,789771532080,1.2661889665310257e-12
1040 mV (11111),3.90 dB (01111),3.99 dB (01111),800 mV,0,70.3125,622633917200,1.6060801899405425e-12
1040 mV (11111),3.90 dB (01111),5.81 dB (10100),800 mV,0,71.875,695096690640,1.4386487714094348e-12
------------BEST------------
530 mV (00101),0.01 dB (00000),2.28 dB (01001),800 mV,0,73.4375
