TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
530 mV (00101),0.01 dB (00000),0.00 dB (00000),800 mV,0,68.75,633093736480,1.5795449273594115e-12
530 mV (00101),0.01 dB (00000),2.28 dB (01001),800 mV,0,70.3125,557496614320,1.7937328663775623e-12
530 mV (00101),0.01 dB (00000),3.99 dB (01111),800 mV,0,68.75,618535927920,1.6167209613235882e-12
530 mV (00101),0.01 dB (00000),5.81 dB (10100),800 mV,0,73.4375,520885994720,1.9198058886907597e-12
530 mV (00101),2.24 dB (01001),0.00 dB (00000),800 mV,0,65.625,633342709040,1.5789239944291252e-12
530 mV (00101),2.24 dB (01001),2.28 dB (01001),800 mV,0,67.1875,625867934640,1.5977811686026081e-12
530 mV (00101),2.24 dB (01001),3.99 dB (01111),800 mV,0,67.1875,618874565840,1.6158363183704237e-12
530 mV (00101),2.24 dB (01001),5.81 dB (10100),800 mV,0,68.75,619171042880,1.6150626091114012e-12
530 mV (00101),3.90 dB (01111),0.00 dB (00000),800 mV,0,62.5,739683894240,1.351928854727148e-12
530 mV (00101),3.90 dB (01111),2.28 dB (01001),800 mV,0,65.625,655604268320,1.5253103866491314e-12
530 mV (00101),3.90 dB (01111),3.99 dB (01111),800 mV,0,65.625,634847631760,1.575181114289867e-12
530 mV (00101),3.90 dB (01111),5.81 dB (10100),800 mV,0,64.0625,594834171360,1.6811408088974587e-12
950 mV (11000),0.01 dB (00000),0.00 dB (00000),800 mV,0,67.1875,546974241200,1.828239658610088e-12
950 mV (11000),0.01 dB (00000),2.28 dB (01001),800 mV,0,70.3125,566048181280,1.7666340659176898e-12
950 mV (11000),0.01 dB (00000),3.99 dB (01111),800 mV,0,71.875,558185936400,1.7915177269593422e-12
950 mV (11000),0.01 dB (00000),5.81 dB (10100),800 mV,0,71.875,646500915360,1.5467882198483142e-12
950 mV (11000),2.24 dB (01001),0.00 dB (00000),800 mV,0,62.5,579653866960,1.7251674783858669e-12
950 mV (11000),2.24 dB (01001),2.28 dB (01001),800 mV,0,67.1875,656952212640,1.522180732113593e-12
950 mV (11000),2.24 dB (01001),3.99 dB (01111),800 mV,0,68.75,619537645200,1.6141069194869968e-12
950 mV (11000),2.24 dB (01001),5.81 dB (10100),800 mV,0,68.75,628625966000,1.5907710691034356e-12
950 mV (11000),3.90 dB (01111),0.00 dB (00000),800 mV,0,57.8125,624062303760,1.6024041092931917e-12
950 mV (11000),3.90 dB (01111),2.28 dB (01001),800 mV,0,64.0625,699981397600,1.4286093936619781e-12
950 mV (11000),3.90 dB (01111),3.99 dB (01111),800 mV,0,65.625,618497385200,1.6168217100491632e-12
950 mV (11000),3.90 dB (01111),5.81 dB (10100),800 mV,0,64.0625,726591753840,1.3762886720294464e-12
1040 mV (11111),0.01 dB (00000),0.00 dB (00000),800 mV,0,67.1875,657006856480,1.5220541309989221e-12
1040 mV (11111),0.01 dB (00000),2.28 dB (01001),800 mV,0,68.75,691912509120,1.4452694333736459e-12
1040 mV (11111),0.01 dB (00000),3.99 dB (01111),800 mV,0,70.3125,668461356720,1.4959727887738952e-12
1040 mV (11111),0.01 dB (00000),5.81 dB (10100),800 mV,0,71.875,575465897120,1.7377224349950895e-12
1040 mV (11111),2.24 dB (01001),0.00 dB (00000),800 mV,0,62.5,632439856640,1.5811780195396889e-12
1040 mV (11111),2.24 dB (01001),2.28 dB (01001),800 mV,0,65.625,581423596960,1.7199164348136986e-12
1040 mV (11111),2.24 dB (01001),3.99 dB (01111),800 mV,0,67.1875,600752997120,1.6645776297313265e-12
1040 mV (11111),2.24 dB (01001),5.81 dB (10100),800 mV,0,68.75,661711114240,1.5112334952217593e-12
1040 mV (11111),3.90 dB (01111),0.00 dB (00000),800 mV,0,57.8125,670506777760,1.4914092342821004e-12
1040 mV (11111),3.90 dB (01111),2.28 dB (01001),800 mV,0,64.0625,640865898160,1.5603888471380915e-12
1040 mV (11111),3.90 dB (01111),3.99 dB (01111),800 mV,0,65.625,759724509680,1.3162666035629222e-12
1040 mV (11111),3.90 dB (01111),5.81 dB (10100),800 mV,0,64.0625,610143185200,1.6389595495886889e-12
------------BEST------------
530 mV (00101),0.01 dB (00000),5.81 dB (10100),800 mV,0,73.4375
