TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
530 mV (00101),0.01 dB (00000),0.00 dB (00000),800 mV,0,73.4375,591883337440,1.6895221350970559e-12
530 mV (00101),0.01 dB (00000),2.28 dB (01001),800 mV,0,71.875,622701051440,1.6059070362696416e-12
530 mV (00101),0.01 dB (00000),3.99 dB (01111),800 mV,0,75.0,588642865600,1.6988229339715283e-12
530 mV (00101),0.01 dB (00000),5.81 dB (10100),800 mV,0,75.0,611073574240,1.6364641544902555e-12
530 mV (00101),2.24 dB (01001),0.00 dB (00000),800 mV,0,71.875,671952580240,1.4882002531232664e-12
530 mV (00101),2.24 dB (01001),2.28 dB (01001),800 mV,0,73.4375,624111231200,1.6022784882067669e-12
530 mV (00101),2.24 dB (01001),3.99 dB (01111),800 mV,0,75.0,576210011520,1.7354783499198025e-12
530 mV (00101),2.24 dB (01001),5.81 dB (10100),800 mV,0,73.4375,480952540720,2.0792072301000237e-12
530 mV (00101),3.90 dB (01111),0.00 dB (00000),800 mV,0,70.3125,512710630240,1.9504179180601341e-12
530 mV (00101),3.90 dB (01111),2.28 dB (01001),800 mV,0,70.3125,613229519200,1.6307108002637717e-12
530 mV (00101),3.90 dB (01111),3.99 dB (01111),800 mV,0,68.75,607426553680,1.6462895702231889e-12
530 mV (00101),3.90 dB (01111),5.81 dB (10100),800 mV,2,67.1875,604488698080,3.3085812958165736e-12
530 mV (00101),3.90 dB (01111),5.81 dB (10100),800 mV,2,0
950 mV (11000),0.01 dB (00000),0.00 dB (00000),800 mV,0,73.4375,700202196720,1.4281589013635792e-12
950 mV (11000),0.01 dB (00000),2.28 dB (01001),800 mV,0,75.0,556970348480,1.7954277148308704e-12
950 mV (11000),0.01 dB (00000),3.99 dB (01111),800 mV,0,75.0,629206950560,1.5893022146528908e-12
950 mV (11000),0.01 dB (00000),5.81 dB (10100),800 mV,0,71.875,589596180240,1.6960761170347842e-12
950 mV (11000),2.24 dB (01001),0.00 dB (00000),800 mV,0,70.3125,645142159280,1.5500459636927667e-12
950 mV (11000),2.24 dB (01001),2.28 dB (01001),800 mV,0,73.4375,474334787120,2.1082156045768032e-12
950 mV (11000),2.24 dB (01001),3.99 dB (01111),800 mV,0,73.4375,564926722400,1.7701410826375169e-12
950 mV (11000),2.24 dB (01001),5.81 dB (10100),800 mV,0,71.875,573235268800,1.7444844279965211e-12
950 mV (11000),3.90 dB (01111),0.00 dB (00000),800 mV,0,68.75,629014518800,1.5897884231793982e-12
950 mV (11000),3.90 dB (01111),2.28 dB (01001),800 mV,0,71.875,616742232800,1.621422932981281e-12
950 mV (11000),3.90 dB (01111),3.99 dB (01111),800 mV,0,70.3125,590125581280,1.6945545689291594e-12
950 mV (11000),3.90 dB (01111),5.81 dB (10100),800 mV,0,70.3125,503566157520,1.9858363892539447e-12
1040 mV (11111),0.01 dB (00000),0.00 dB (00000),800 mV,0,70.3125,629868352640,1.5876333456168229e-12
1040 mV (11111),0.01 dB (00000),2.28 dB (01001),800 mV,0,73.4375,694460109440,1.4399675177979363e-12
1040 mV (11111),0.01 dB (00000),3.99 dB (01111),800 mV,0,73.4375,555512199200,1.8001404855556951e-12
1040 mV (11111),0.01 dB (00000),5.81 dB (10100),800 mV,0,75.0,611382590240,1.63563702330393e-12
1040 mV (11111),2.24 dB (01001),0.00 dB (00000),800 mV,0,70.3125,659575922080,1.5161256900440795e-12
1040 mV (11111),2.24 dB (01001),2.28 dB (01001),800 mV,0,71.875,630702879520,1.5855326374299347e-12
1040 mV (11111),2.24 dB (01001),3.99 dB (01111),800 mV,0,73.4375,603216938960,1.6577783802359554e-12
1040 mV (11111),2.24 dB (01001),5.81 dB (10100),800 mV,0,71.875,605845687600,1.6505853230736109e-12
1040 mV (11111),3.90 dB (01111),0.00 dB (00000),800 mV,0,67.1875,592355559200,1.6881752597216109e-12
1040 mV (11111),3.90 dB (01111),2.28 dB (01001),800 mV,0,70.3125,653148642240,1.5310450567124493e-12
1040 mV (11111),3.90 dB (01111),3.99 dB (01111),800 mV,0,70.3125,658481684000,1.5186451260503094e-12
1040 mV (11111),3.90 dB (01111),5.81 dB (10100),800 mV,0,68.75,557695484800,1.793093233233937e-12
------------BEST------------
530 mV (00101),0.01 dB (00000),3.99 dB (01111),800 mV,0,75.0
