TXDIFFSWING,TXPRE,TXPOST,RXTERM,Error_Count,Open Area
530 mV (00101),0.01 dB (00000),0.00 dB (00000),800 mV,0,71.875,590866340320,1.6924301348058214e-12
530 mV (00101),0.01 dB (00000),2.28 dB (01001),800 mV,0,71.875,692941361840,1.4431235528279805e-12
530 mV (00101),0.01 dB (00000),3.99 dB (01111),800 mV,0,71.875,598234346000,1.6715857367373553e-12
530 mV (00101),0.01 dB (00000),5.81 dB (10100),800 mV,0,71.875,613565908080,1.6298167594240172e-12
530 mV (00101),2.24 dB (01001),0.00 dB (00000),800 mV,0,67.1875,755358468000,1.3238747460497126e-12
530 mV (00101),2.24 dB (01001),2.28 dB (01001),800 mV,0,70.3125,660445464160,1.5141295599203923e-12
530 mV (00101),2.24 dB (01001),3.99 dB (01111),800 mV,0,71.875,693785015200,1.4413686921613986e-12
530 mV (00101),2.24 dB (01001),5.81 dB (10100),800 mV,0,71.875,638499114000,1.5661728858718511e-12
530 mV (00101),3.90 dB (01111),0.00 dB (00000),800 mV,0,65.625,608063907760,1.6445639796050769e-12
530 mV (00101),3.90 dB (01111),2.28 dB (01001),800 mV,0,67.1875,598425740480,1.6710511135398277e-12
530 mV (00101),3.90 dB (01111),3.99 dB (01111),800 mV,0,67.1875,684207019520,1.4615459524246653e-12
530 mV (00101),3.90 dB (01111),5.81 dB (10100),800 mV,0,68.75,658533078320,1.5185266054533278e-12
950 mV (11000),0.01 dB (00000),0.00 dB (00000),800 mV,0,67.1875,535911365360,1.8659802061265247e-12
950 mV (11000),0.01 dB (00000),2.28 dB (01001),800 mV,0,73.4375,637284413280,1.5691581014090106e-12
950 mV (11000),0.01 dB (00000),3.99 dB (01111),800 mV,0,73.4375,668331456880,1.4962635526215425e-12
950 mV (11000),0.01 dB (00000),5.81 dB (10100),800 mV,0,73.4375,495319867360,2.0188974153810732e-12
950 mV (11000),2.24 dB (01001),0.00 dB (00000),800 mV,0,65.625,537505156480,1.8604472681690616e-12
950 mV (11000),2.24 dB (01001),2.28 dB (01001),800 mV,0,68.75,529202353760,1.8896363421193565e-12
950 mV (11000),2.24 dB (01001),3.99 dB (01111),800 mV,0,70.3125,636176798960,1.5718900809252485e-12
950 mV (11000),2.24 dB (01001),5.81 dB (10100),800 mV,0,73.4375,535481230720,1.8674790872789605e-12
950 mV (11000),3.90 dB (01111),0.00 dB (00000),800 mV,0,60.9375,588202724720,1.7000941307710304e-12
950 mV (11000),3.90 dB (01111),2.28 dB (01001),800 mV,0,67.1875,580885901280,1.7215084714510528e-12
950 mV (11000),3.90 dB (01111),3.99 dB (01111),800 mV,0,68.75,581524410480,1.7196182687749656e-12
950 mV (11000),3.90 dB (01111),5.81 dB (10100),800 mV,0,68.75,604704055840,1.6537014930566172e-12
1040 mV (11111),0.01 dB (00000),0.00 dB (00000),800 mV,0,67.1875,632484248560,1.5810670420279028e-12
1040 mV (11111),0.01 dB (00000),2.28 dB (01001),800 mV,0,71.875,697264898160,1.43417516447319e-12
1040 mV (11111),0.01 dB (00000),3.99 dB (01111),800 mV,0,73.4375,534249148400,1.8717858568326359e-12
1040 mV (11111),0.01 dB (00000),5.81 dB (10100),800 mV,0,73.4375,607905793120,1.6449917262140665e-12
1040 mV (11111),2.24 dB (01001),0.00 dB (00000),800 mV,0,62.5,559061577120,1.7887117285925637e-12
1040 mV (11111),2.24 dB (01001),2.28 dB (01001),800 mV,0,68.75,523247806320,1.9111403582042638e-12
1040 mV (11111),2.24 dB (01001),3.99 dB (01111),800 mV,0,70.3125,633899686080,1.5775366701692877e-12
1040 mV (11111),2.24 dB (01001),5.81 dB (10100),800 mV,0,73.4375,613364889040,1.6303509018345292e-12
1040 mV (11111),3.90 dB (01111),0.00 dB (00000),800 mV,0,62.5,603121893600,1.6580396278288909e-12
1040 mV (11111),3.90 dB (01111),2.28 dB (01001),800 mV,0,67.1875,636874489520,1.5701680887762998e-12
1040 mV (11111),3.90 dB (01111),3.99 dB (01111),800 mV,0,70.3125,485722683520,2.0587879337919048e-12
1040 mV (11111),3.90 dB (01111),5.81 dB (10100),800 mV,0,68.75,641391869840,1.5591092544554042e-12
------------BEST------------
950 mV (11000),0.01 dB (00000),2.28 dB (01001),800 mV,0,73.4375
